Cross_section,Test_Type,Sustained Loading,W (mm),D (mm),L (mm),Side Cover (mm),Bottom Cover (mm),Top Cover (mm),Reinforcement_Design,Tension Ratio (%),Comp Ratio (%),Longitudinal_Type,End_Anchorage,fy (MPa),fsu (MPa),Stirrup_Type,Volumetric Ratio,Cement_Type,W/C Ratio,fc (MPa),Corrosion_Method,Cathode_Type,Lc (mm),Icorr,Duration (days),Solution Concentration,Immersion Depth (mm),Wet_Dry_Ratio,Mass Loss (%),Sample Length (mm),Shear Span (mm),M_max_exp,ln(M_max_exp)
R,SS_FPB_MONO,0,100,200,2100,26.5,26.5,23,T_C,1.327,0.283,D,H-180,332.58,472.36,P,0.565,OPC,0.67,23.2,EI,N/A,2100,6.8,610,3,200,N/A,4,250,700,15.96,2.770085592
R,SS_FPB_MONO,0,100,200,2100,26.5,26.5,23,T_C,1.327,0.283,D,H-180,341.9,485.59,P,0.565,OPC,0.67,23.2,EI,N/A,2100,1.7,610,3,200,N/A,1,250,700,16.84,2.823460053
R,SS_FPB_MONO,0,100,200,2100,26.5,26.5,23,T_C,1.327,0.283,D,H-180,338.79,481.18,P,0.565,OPC,0.67,29.7,EI,N/A,2100,3.4,610,3,200,N/A,2,250,700,17.33,2.852150545
R,SS_FPB_MONO,0,100,200,2100,26.5,26.5,23,T_C,1.327,0.283,D,H-180,301.53,428.26,P,0.565,OPC,0.67,27.6,EI,N/A,2100,3.4,4384,3,200,N/A,14,250,700,12.79,2.548585426
R,SS_FPB_MONO,0,100,200,2100,26.5,26.5,23,T_C,1.327,0.283,D,H-180,304.64,432.67,P,0.565,OPC,0.67,40.2,EI,N/A,2100,3.2,4384,3,200,N/A,13,250,700,14.26,2.657633715
R,SS_FPB_MONO,0,100,200,2100,26.5,26.5,23,T_C,1.327,0.283,D,H-180,310.85,441.49,P,0.565,OPC,0.67,36.8,EI,N/A,2100,2.7,4384,3,200,N/A,11,250,700,14.64,2.684030695
R,SS_FPB_MONO,0,100,200,2100,26.5,26.5,23,T_C,1.327,0.283,D,H-180,345,490,P,0.565,OPC,0.65,29.8,C,Control,0,0,0,0,0,N/A,0,0,700,17.71,2.874129452
R,SS_FPB_MONO,0,100,200,2100,26.5,26.5,23,T_C,1.327,0.283,D,H-180,279.8,397.39,P,0.565,OPC,0.65,30.8,IC,External copper plate,2100,729.2,20,3,180,N/A,21,250,700,15.1,2.714396686
R,SS_FPB_MONO,0,100,200,2100,26.5,26.5,23,T_C,1.327,0.283,D,H-180,313.95,445.9,P,0.565,OPC,0.65,42.3,IC,External copper plate,2100,580.8,33,3,180,N/A,10,250,700,15.02,2.709515793
R,SS_FPB_MONO,0,100,200,2100,26.5,26.5,23,T_C,1.327,0.283,D,H-180,270.48,384.16,P,0.565,OPC,0.65,34.3,IC,External copper plate,2100,1026.2,54,3,180,N/A,24,250,700,12.54,2.528963407
R,SS_FPB_MONO,0,100,200,2100,26.5,26.5,23,T_C,1.327,0.283,D,H-180,208.38,295.96,P,0.565,OPC,0.65,34.3,IC,External copper plate,2100,1026.2,54,3,180,N/A,44,250,700,3.14,1.142948102
R,SS_FPB_MONO,0,150,200,1500,46,46,43,T_C,1.34,0.524,D,H-90,425.47,652.99,P,0.67,OPC,0.53,25.9,C,Control,0,0,0,0,0,N/A,0,0,350,22.68,3.121483479
R,SS_FPB_MONO,0,150,200,1500,46,46,43,T_C,1.34,0.524,D,H-90,400.58,614.79,P,0.67,OPC,0.53,25.9,IC,External stainless steel net,1000,2000,25.1,5,100,4:03,6.5,1000,350,22.24,3.101892469
R,SS_FPB_MONO,0,150,200,1500,46,46,43,T_C,1.34,0.524,D,H-90,391.01,600.1,P,0.67,OPC,0.53,25.9,IC,External stainless steel net,1000,2000,31.4,5,100,4:03,9,1000,350,21.63,3.07408124
R,SS_FPB_MONO,0,150,200,1500,46,46,43,T_C,1.34,0.524,D,H-90,385.72,591.99,P,0.67,OPC,0.53,25.9,IC,External stainless steel net,1000,2000,37.8,5,100,4:03,10.38,1000,350,20.65,3.027715319
R,SS_FPB_MONO,0,150,200,1500,46,46,43,T_C,1.34,0.524,D,H-90,372.09,571.07,P,0.67,OPC,0.53,25.9,IC,External stainless steel net,1000,2000,44.3,5,100,4:03,13.94,1000,350,20.84,3.036874217
R,SS_FPB_MONO,0,150,200,1500,46,46,43,T_C,1.34,0.524,D,H-90,368.87,566.13,P,0.67,OPC,0.53,25.9,IC,External stainless steel net,1000,2000,50.7,5,100,4:03,14.78,1000,350,21.37,3.061988069
R,SS_FPB_MONO,0,150,200,1500,46,46,43,T_C,1.34,0.524,D,H-90,361.37,554.61,P,0.67,OPC,0.53,25.9,IC,External stainless steel net,1000,2000,57.2,5,100,4:03,16.74,1000,350,20,2.995732274
R,SS_FPB_MONO,0,150,200,1500,46,46,43,T_C,1.34,0.524,D,H-90,349.57,536.51,P,0.67,OPC,0.53,25.9,IC,External stainless steel net,1000,2000,63.7,5,100,4:03,19.82,1000,350,20.84,3.036874217
R,SS_FPB_MONO,0,150,200,1500,46,46,43,T_C,1.34,0.524,D,H-90,348.27,534.51,P,0.67,OPC,0.53,25.9,IC,External stainless steel net,1000,2000,71.3,5,100,4:03,20.16,1000,350,19.22,2.955951404
R,SS_FPB_MONO,0,150,200,1500,46,46,43,T_C,1.34,0.524,D,H-90,337.01,517.23,P,0.67,OPC,0.53,25.9,IC,External stainless steel net,1000,2000,78,5,100,4:03,23.1,1000,350,18.34,2.909084467
R,SS_FPB_MONO,0,150,200,1500,48,48,45,T_C,1.34,0.524,D,H-90,574.56,756,P,1.047,OPC,0.36,35.6,C,Control,0,0,0,0,0,N/A,0,0,350,38.5,3.650658241
R,SS_FPB_MONO,0,150,200,1500,48,48,45,T_C,1.34,0.524,D,H-90,544.46,716.4,P,1.047,OPC,0.36,35.6,IC,External stainless steel net,1000,2000,25.1,5,100,4:03,5.82,1000,350,36.75,3.604138226
R,SS_FPB_MONO,0,150,200,1500,48,48,45,T_C,1.34,0.524,D,H-90,540.64,711.37,P,1.047,OPC,0.36,35.6,IC,External stainless steel net,1000,2000,31.4,5,100,4:03,6.56,1000,350,35,3.555348061
R,SS_FPB_MONO,0,150,200,1500,48,48,45,T_C,1.34,0.524,D,H-90,532.57,700.75,P,1.047,OPC,0.36,35.6,IC,External stainless steel net,1000,2000,37.8,5,100,4:03,8.12,1000,350,34.48,3.540379446
R,SS_FPB_MONO,0,150,200,1500,48,48,45,T_C,1.34,0.524,D,H-90,521.4,686.05,P,1.047,OPC,0.36,35.6,IC,External stainless steel net,1000,2000,44.3,5,100,4:03,10.28,1000,350,35.04,3.556490266
R,SS_FPB_MONO,0,150,200,1500,48,48,45,T_C,1.34,0.524,D,H-90,506.3,666.19,P,1.047,OPC,0.36,35.6,IC,External stainless steel net,1000,2000,50.7,5,100,4:03,13.2,1000,350,35.88,3.580180037
R,SS_FPB_MONO,0,150,200,1500,48,48,45,T_C,1.34,0.524,D,H-90,500.51,658.57,P,1.047,OPC,0.36,35.6,IC,External stainless steel net,1000,2000,57.2,5,100,4:03,14.32,1000,350,33.08,3.49892887
R,SS_FPB_MONO,0,150,200,1500,48,48,45,T_C,1.34,0.524,D,H-90,485.1,638.29,P,1.047,OPC,0.36,35.6,IC,External stainless steel net,1000,2000,63.7,5,100,4:03,17.3,1000,350,34.39,3.537765824
R,SS_FPB_MONO,0,150,200,1500,48,48,45,T_C,1.34,0.524,D,H-90,481.17,633.12,P,1.047,OPC,0.36,35.6,IC,External stainless steel net,1000,2000,69.3,5,100,4:03,18.06,1000,350,34.48,3.540379446
R,SS_FPB_MONO,0,150,200,1500,48,48,45,T_C,1.34,0.524,D,H-90,468.97,617.06,P,1.047,OPC,0.36,35.6,IC,External stainless steel net,1000,2000,75.8,5,100,4:03,20.42,1000,350,32.13,3.469790173
R,SS_TPB_MONO_SUST,80,150,280,3000,56,56,52,T_C,0.957,0.239,D,S,564.65,622.3,D,0.305,OPC-HP,0.5,65.3,C,Control,0,0,0,0,0,N/A,0,0,1430,53.48,3.979345149
R,SS_TPB_MONO_SUST,80,150,280,3000,56,56,52,T_C,0.957,0.239,D,S,619.81,703.44,D,0.305,OPC-HP,0.5,63.3,EI,N/A,3000,1.8,9863,3.5,280,7:07,39.94,150,1430,37.7,3.629711817
R,SS_TPB_MONO_SUST,60,100,150,1300,30,30,29,T_C,0.67,0.377,D,S,478,557,P,0.565,OPC,0.65,39.2,C,Control,0,0,0,0,0,N/A,0,0,500,6.4,1.85629799
R,SS_TPB_MONO_SUST,60,100,150,1300,30,30,29,T_C,0.67,0.377,D,S,417.77,517.6,P,0.565,OPC,0.65,39.2,IC,External stainless steel plate,150,500,50,3.5,50,0.92:0.08,14,1300,500,3.85,1.348073148
R,SS_TPB_MONO_SUST,60,100,150,1300,30,30,29,T_C,0.67,0.377,D,S,396.26,505.4,P,0.565,OPC,0.65,39.2,IC,External stainless steel plate,500,500,55,3.5,50,0.92:0.08,19,1300,500,3.75,1.32175584
R,SS_TPB_MONO_SUST,60,100,150,1300,30,30,29,T_C,0.67,0.377,D,S,409.17,513,P,0.565,OPC,0.65,39.2,IC,External stainless steel plate,300,500,50,3.5,50,0.92:0.08,16,1300,500,3.75,1.32175584
R,SS_TPB_MONO_SUST,60,100,150,1300,30,30,29,T_C,0.67,0.377,D,S,361.85,482.3,P,0.565,OPC,0.65,39.2,IC,External stainless steel plate,650,500,60,3.5,50,0.92:0.08,27,1300,500,4.98,1.604425371
R,SS_FPB_MONO,0,200,300,2400,41,44,41,T_C,1.272,0.377,D,H-90,360,560,P,0.503,OPC,0.52,30,C,Control,0,0,0,0,0,N/A,0,0,700,94.5,4.548599834
R,SS_FPB_MONO,0,200,300,2400,35,35,31,T_C,1.571,0.377,D,H-90,373.7,578.3,P,0.503,OPC,0.52,30,C,Control,0,0,0,0,0,N/A,0,0,700,106.75,4.670489652
R,SS_FPB_MONO,0,200,300,2400,41,41,36,T_C,1.901,0.377,D,H-90,380.15,569.56,P,0.503,OPC,0.52,30,C,Control,0,0,0,0,0,N/A,0,0,700,103.25,4.637153232
R,SS_FPB_MONO,0,200,300,2400,40,40,36,T_C,1.571,0.377,D,H-90,373.7,578.3,P,0.503,OPC,0.52,30,C,Control,0,0,0,0,0,N/A,0,0,700,89.25,4.491441421
R,SS_FPB_MONO,0,200,300,2400,39,39,36,T_C,1.272,0.377,D,H-90,360,560,P,0.503,OPC,0.52,30,C,Control,0,0,0,0,0,N/A,0,0,700,75.25,4.320815904
R,SS_FPB_MONO,0,200,300,2400,45,45,41,T_C,1.571,0.377,D,H-90,373.7,578.3,P,0.503,OPC,0.52,30,C,Control,0,0,0,0,0,N/A,0,0,700,92.75,4.529907701
R,SS_FPB_MONO,0,200,300,2400,36,36,31,T_C,1.901,0.377,D,H-90,380.15,569.56,P,0.503,OPC,0.52,30,C,Control,0,0,0,0,0,N/A,0,0,700,82.25,4.40976339
R,SS_FPB_MONO,0,200,300,2400,40,40,36,T_C,1.571,0.377,D,H-90,373.7,578.3,P,0.503,OPC,0.52,30,C,Control,0,0,0,0,0,N/A,0,0,700,105,4.65396035
R,SS_FPB_MONO,0,200,300,2400,34,34,31,T_C,1.272,0.377,D,H-90,352.13,547.75,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,2,5,300,N/A,2.43,500,700,70,4.248495242
R,SS_FPB_MONO,0,200,300,2400,40,40,36,T_C,1.571,0.377,D,H-90,357.22,552.8,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,4,5,300,N/A,4.9,500,700,73.5,4.297285406
R,SS_FPB_MONO,0,200,300,2400,46,46,41,T_C,1.901,0.377,D,H-90,380.15,569.56,P,0.503,OPC,0.52,30,C,Control,0,0,0,0,0,N/A,0,0,700,78.75,4.366278278
R,SS_FPB_MONO,0,200,300,2400,35,35,31,T_C,1.571,0.377,D,H-90,359.54,556.39,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,4,5,300,N/A,4.21,500,700,80.5,4.388257184
R,SS_FPB_MONO,0,200,300,2400,34,34,31,T_C,1.272,0.377,D,H-90,346.55,539.08,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,4,5,300,N/A,4.15,500,700,61.25,4.114963849
R,SS_FPB_MONO,0,200,300,2400,40,40,36,T_C,1.571,0.377,D,H-90,373.7,578.3,P,0.503,OPC,0.52,30,C,Control,0,0,0,0,0,N/A,0,0,700,85.75,4.451436086
R,SS_FPB_MONO,0,200,300,2400,46,46,41,T_C,1.901,0.377,D,H-90,365.47,547.57,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,4,5,300,N/A,4.29,500,700,80.5,4.388257184
R,SS_FPB_MONO,0,200,300,2400,45,45,41,T_C,1.571,0.377,D,H-90,357.52,553.27,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,4,5,300,N/A,4.81,500,700,80.5,4.388257184
R,SS_FPB_MONO,0,200,300,2400,44,44,41,T_C,1.272,0.377,D,H-90,340.17,529.16,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,6,5,300,N/A,6.12,500,700,53.2,3.974058396
R,SS_FPB_MONO,0,200,300,2400,35,35,31,T_C,1.571,0.377,D,H-90,340.24,526.51,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,8,5,300,N/A,9.95,500,700,67.55,4.212868064
R,SS_FPB_MONO,0,200,300,2400,41,41,36,T_C,1.901,0.377,D,H-90,346.14,518.61,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,10,5,300,N/A,9.94,500,700,74.55,4.311470041
R,SS_FPB_MONO,0,200,300,2400,40,40,36,T_C,1.571,0.377,D,H-90,358.4,554.62,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,4,5,300,N/A,4.55,500,700,84,4.430816799
R,SS_FPB_MONO,0,200,300,2400,39,39,36,T_C,1.272,0.377,D,H-90,305.86,475.78,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,14,5,300,N/A,16.71,500,700,53.55,3.980615797
R,SS_FPB_MONO,0,200,300,2400,45,45,41,T_C,1.571,0.377,D,H-90,337.41,522.14,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,8,5,300,N/A,10.79,500,700,74.55,4.311470041
R,SS_FPB_MONO,0,200,300,2400,36,36,31,T_C,1.901,0.377,D,H-90,343.78,515.07,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,10,5,300,N/A,10.63,500,700,78.05,4.357349647
R,SS_FPB_MONO,0,200,300,2400,40,40,36,T_C,1.571,0.377,D,H-90,330.55,511.52,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,10,5,300,N/A,12.83,500,700,67.55,4.212868064
R,SS_FPB_MONO,0,200,300,2400,44,44,41,T_C,1.272,0.377,P,H-90,250,390,P,0.503,OPC,0.52,30,C,Control,0,0,0,0,0,N/A,0,0,700,60.55,4.10346947
R,SS_FPB_MONO,0,200,300,2400,35,35,31,T_C,1.571,0.377,P,H-90,258.25,393.39,P,0.503,OPC,0.52,30,C,Control,0,0,0,0,0,N/A,0,0,700,60.55,4.10346947
R,SS_FPB_MONO,0,200,300,2400,41,41,36,T_C,1.901,0.377,P,H-90,274.38,426.17,P,0.503,OPC,0.52,30,C,Control,0,0,0,0,0,N/A,0,0,700,60.55,4.10346947
R,SS_FPB_MONO,0,200,300,2400,40,40,36,T_C,1.571,0.377,P,H-90,258.25,393.39,P,0.503,OPC,0.52,30,C,Control,0,0,0,0,0,N/A,0,0,700,60.55,4.10346947
R,SS_FPB_MONO,0,200,300,2400,39,39,36,T_C,1.272,0.377,P,H-90,250,390,P,0.503,OPC,0.52,30,C,Control,0,0,0,0,0,N/A,0,0,700,60.55,4.10346947
R,SS_FPB_MONO,0,200,300,2400,45,45,41,T_C,1.571,0.377,P,H-90,255.67,389.46,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,2,5,300,N/A,1.11,500,700,60.55,4.10346947
R,SS_FPB_MONO,0,200,300,2400,36,36,31,T_C,1.901,0.377,P,H-90,265.89,412.98,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,4,5,300,N/A,3.44,500,700,78.75,4.366278278
R,SS_FPB_MONO,0,200,300,2400,40,40,36,T_C,1.571,0.377,P,H-90,258.25,393.39,P,0.503,OPC,0.52,30,C,Control,0,0,0,0,0,N/A,0,0,700,60.55,4.10346947
R,SS_FPB_MONO,0,200,300,2400,34,34,31,T_C,1.272,0.377,P,H-90,242.53,378.35,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,4,5,300,N/A,3.32,500,700,54.22,3.992957623
R,SS_FPB_MONO,0,200,300,2400,40,40,36,T_C,1.571,0.377,P,H-90,249.32,379.79,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,4,5,300,N/A,3.84,500,700,54.22,3.992957623
R,SS_FPB_MONO,0,200,300,2400,46,46,41,T_C,1.901,0.377,P,H-90,263.49,409.26,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,4,5,300,N/A,4.41,500,700,54.22,3.992957623
R,SS_FPB_MONO,0,200,300,2400,35,35,31,T_C,1.571,0.377,P,H-90,252.39,384.47,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,2,5,300,N/A,2.52,500,700,54.22,3.992957623
R,SS_FPB_MONO,0,200,300,2400,34,34,31,T_C,1.272,0.377,P,H-90,240.35,374.94,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,4,5,300,N/A,4.29,500,700,54.22,3.992957623
R,SS_FPB_MONO,0,200,300,2400,40,40,36,T_C,1.571,0.377,P,H-90,242.17,368.89,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,6,5,300,N/A,6.92,500,700,50.44,3.920685379
R,SS_FPB_MONO,0,200,300,2400,46,46,41,T_C,1.901,0.377,P,H-90,254.77,395.72,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,8,5,300,N/A,7.94,500,700,56,4.025351691
R,SS_FPB_MONO,0,200,300,2400,45,45,41,T_C,1.571,0.377,P,H-90,235.7,359.05,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,8,5,300,N/A,9.7,500,700,45.5,3.817712326
R,SS_FPB_MONO,0,200,300,2400,44,44,41,T_C,1.272,0.377,P,H-90,242.06,377.61,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,4,5,300,N/A,3.53,500,700,54.22,3.992957623
R,SS_FPB_MONO,0,200,300,2400,35,35,31,T_C,1.571,0.377,P,H-90,236.36,360.04,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,8,5,300,N/A,9.42,500,700,45.5,3.817712326
R,SS_FPB_MONO,0,200,300,2400,41,41,36,T_C,1.901,0.377,P,H-90,236.4,367.18,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,14,5,300,N/A,15.38,500,700,38.12,3.640607905
R,SS_FPB_MONO,0,200,300,2400,40,40,36,T_C,1.571,0.377,P,H-90,235.45,358.66,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,8,5,300,N/A,9.81,500,700,43.37,3.769652664
R,SS_FPB_MONO,0,200,300,2400,39,39,36,T_C,1.272,0.377,P,H-90,203.65,317.69,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,16,5,300,N/A,20.6,500,700,38.12,3.640607905
R,SS_FPB_MONO,0,200,300,2400,45,45,41,T_C,1.571,0.377,P,H-90,233.66,355.93,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,10,5,300,N/A,10.58,500,700,43.37,3.769652664
R,SS_FPB_MONO,0,200,300,2400,36,36,31,T_C,1.901,0.377,P,H-90,245.71,381.64,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,10,5,300,N/A,11.61,500,700,45.5,3.817712326
R,SS_FPB_MONO,0,200,300,2400,40,40,36,T_C,1.571,0.377,P,H-90,227.71,346.87,P,0.503,OPC,0.52,30,IC,External stainless steel plate,2400,1800,10,5,300,N/A,13.14,500,700,38.12,3.640607905
R,SS_TPB_MONO_SUST,80,150,280,1150,22,22,19,T_C,0.539,0.135,D,S,532,592,D,0.171,OPC_HP,0.5,65.3,C,Control,0,0,0,0,0,N/A,0,0,475,32.22,3.472490384
R,SS_TPB_MONO_SUST,80,150,280,1150,22,22,19,T_C,0.539,0.135,D,S,539,601,D,0.171,OPC_HP,0.5,65.3,C,Control,0,0,0,0,0,N/A,0,0,475,32.18,3.471236372
R,SS_TPB_MONO_SUST,80,150,280,1150,22,22,19,T_C,0.539,0.135,D,S,627,765,D,0.171,OPC_HP,0.5,63.4,EI,N/A,1150,1.8,9496,3.5,280,7:07,54.42,211,475,26.23,3.266794181
R,SS_TPB_MONO_SUST,80,150,280,1150,22,22,19,T_C,0.539,0.135,D,S,628,772,D,0.171,OPC_HP,0.5,63.4,EI,N/A,1150,1.8,9496,3.5,280,7:07,36.8,201,475,19.1,2.949799585
R,SS_FPB_MONO,0,200,300,2400,40,40,36,T_C,1.571,0.377,D,H-90,373.71,578.28,P,0.503,OPC,0.53,34.6,C,Control,0,0,0,0,0,N/A,0,0,700,81.86,4.404986039
R,SS_FPB_MONO,0,200,300,2400,40,40,36,T_C,1.571,0.377,D,H-90,357.23,552.78,P,0.503,OPC,0.53,34.6,IC,External stainless steel plate,2100,1800,5,5,300,N/A,4.9,40,700,79.1,4.370757122
R,SS_FPB_MONO,0,200,300,2400,40,40,36,T_C,1.571,0.377,D,H-90,352.82,545.96,P,0.503,OPC,0.53,34.6,IC,External stainless steel plate,2100,1800,5,5,300,N/A,6.21,40,700,72.99,4.290260791
R,SS_FPB_MONO,0,200,300,2400,40,40,36,T_C,1.571,0.377,D,H-90,341.59,528.58,P,0.503,OPC,0.53,34.6,IC,External stainless steel plate,2100,1800,10,5,300,N/A,9.55,40,700,67.17,4.207204388
R,SS_FPB_MONO,0,200,300,2400,40,40,36,T_C,1.571,0.377,D,H-90,330.56,511.51,P,0.503,OPC,0.53,34.6,IC,External stainless steel plate,2100,1800,10,5,300,N/A,12.83,40,700,59.98,4.094002837
R,SS_FPB_MONO,0,200,300,2400,35,35,31,T_C,1.571,0.377,D,H-90,373.71,578.28,P,0.503,OPC,0.53,34.6,C,Control,0,0,0,0,0,N/A,0,0,700,82.97,4.418533332
R,SS_FPB_MONO,0,200,300,2400,35,35,31,T_C,1.571,0.377,D,H-90,340.24,526.5,P,0.503,OPC,0.53,34.6,IC,External stainless steel plate,2100,1800,10,5,300,N/A,9.95,40,700,63.18,4.14601945
R,SS_FPB_MONO,0,200,300,2400,45,45,41,T_C,1.571,0.377,D,H-90,373.71,578.28,P,0.503,OPC,0.53,34.6,C,Control,0,0,0,0,0,N/A,0,0,700,74.62,4.312361662
R,SS_FPB_MONO,0,200,300,2400,45,45,41,T_C,1.571,0.377,D,H-90,337.42,522.12,P,0.503,OPC,0.53,34.6,IC,External stainless steel plate,2100,1800,10,5,300,N/A,10.79,40,700,55.71,4.020087861
R,SS_FPB_MONO,0,200,300,2400,36,36,31,T_C,1.901,0.377,D,H-90,373.71,578.28,P,0.503,OPC,0.53,34.6,C,Control,0,0,0,0,0,N/A,0,0,700,85.91,4.453311877
R,SS_FPB_MONO,0,200,300,2400,36,36,31,T_C,1.901,0.377,D,H-90,337.96,522.96,P,0.503,OPC,0.53,34.6,IC,External stainless steel plate,2100,1800,10,5,300,N/A,10.63,40,700,71.76,4.273382958
R,SS_FPB_MONO,0,200,300,2400,40,40,36,T_C,1.571,0.377,P,H-90,258.25,393.39,P,0.503,OPC,0.53,39.8,C,Control,0,0,0,0,0,N/A,0,0,700,60.37,4.100517139
R,SS_FPB_MONO,0,200,300,2400,40,40,36,T_C,1.571,0.377,P,H-90,249.14,379.51,P,0.503,OPC,0.53,39.8,IC,External stainless steel plate,2100,1800,5,5,300,N/A,3.92,40,700,54.06,3.990048295
R,SS_FPB_MONO,0,200,300,2400,40,40,36,T_C,1.571,0.377,P,H-90,242,368.64,P,0.503,OPC,0.53,39.8,IC,External stainless steel plate,2100,1800,5,5,300,N/A,6.99,40,700,49.53,3.902477593
R,SS_FPB_MONO,0,200,300,2400,40,40,36,T_C,1.571,0.377,P,H-90,235.26,358.37,P,0.503,OPC,0.53,39.8,IC,External stainless steel plate,2100,1800,10,5,300,N/A,9.89,40,700,43.21,3.766176087
R,SS_FPB_MONO,0,200,300,2400,40,40,36,T_C,1.571,0.377,P,H-90,227.71,346.87,P,0.503,OPC,0.53,39.8,IC,External stainless steel plate,2100,1800,10,5,300,N/A,13.14,40,700,37.87,3.634251659
R,SS_FPB_MONO,0,200,300,2400,35,35,31,T_C,1.571,0.377,P,H-90,258.25,393.39,P,0.503,OPC,0.53,39.8,C,Control,0,0,0,0,0,N/A,0,0,700,68.99,4.23388909
R,SS_FPB_MONO,0,200,300,2400,35,35,31,T_C,1.571,0.377,P,H-90,236.36,360.04,P,0.503,OPC,0.53,39.8,IC,External stainless steel plate,2100,1800,10,5,300,N/A,9.42,40,700,52.08,3.9528482
R,SS_FPB_MONO,0,200,300,2400,45,45,41,T_C,1.571,0.377,P,H-90,258.25,393.39,P,0.503,OPC,0.53,39.8,C,Control,0,0,0,0,0,N/A,0,0,700,54.49,3.997980494
R,SS_FPB_MONO,0,200,300,2400,45,45,41,T_C,1.571,0.377,P,H-90,233.66,355.93,P,0.503,OPC,0.53,39.8,IC,External stainless steel plate,2100,1800,10,5,300,N/A,10.58,40,700,39.74,3.682244995
R,SS_FPB_MONO,0,200,300,2400,36,36,31,T_C,1.901,0.377,P,H-90,258.25,393.39,P,0.503,OPC,0.53,39.8,C,Control,0,0,0,0,0,N/A,0,0,700,78.28,4.360304917
R,SS_FPB_MONO,0,200,300,2400,36,36,31,T_C,1.901,0.377,P,H-90,231.27,352.28,P,0.503,OPC,0.53,39.8,IC,External stainless steel plate,2100,1800,10,5,300,N/A,11.61,40,700,61.83,4.124404857
R,SS_TPB_MONO_SUST,80,150,280,3000,22,22,19,T_C,0.539,0.135,D,S,545.61,603.51,D,0.171,OPC_HP,0.5,65.3,C,Control,0,0,0,0,0,N/A,0,0,1430,35.18,3.560420887
R,SS_TPB_MONO_SUST,80,150,280,3000,22,22,19,T_C,0.539,0.135,D,S,622.81,742.11,D,0.171,OPC_HP,0.5,63.4,EI,N/A,3000,1.8,9861,3.5,280,7:07,59.04,575,1430,26.88,3.291531314
R,SS_TPB_MONO_SUST,0,150,280,3000,22,22,19,T_C,0.539,0.135,D,S,542,631,P,0.171,OPC_HP,0.5,45,C,Control,0,0,0,0,0,N/A,0,0,1400,35.35,3.565298392
R,SS_TPB_MONO_SUST,40,150,280,3000,22,22,19,T_C,0.539,0.135,D,S,484.29,563.82,P,0.171,OPC_HP,0.5,45,EI,N/A,3000,10.1,1080,3.5,280,2:14,11.83,425,1400,31.08,3.436564525
R,SS_TPB_MONO_SUST,60,150,280,3000,22,22,19,T_C,0.539,0.135,D,S,482,561.15,P,0.171,OPC_HP,0.5,45,EI,N/A,3000,10.1,810,3.5,280,2:14,12.3,425,1400,31,3.433858164
R,SS_TPB_MONO_SUST,80,150,280,1020,22,22,19,T_C,0.539,0.135,D,S,564.9,632.45,D,0.171,OPC_HP,0.5,65.3,C,Control,0,0,0,0,0,N/A,0,0,410,40.8,3.708559525
